"OrganizationID","OrganizationName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191D","SOUTH CANYON CREEK ABOVE HOT SPRINGS","River/Stream",14010005,39.55328,-107.41023,NA,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",3.920361773,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191E","SOUTH CANYON D/S LANDFILL","River/Stream",14010005,39.550209,-107.413222,NA,49759,65279,"COLCLC04a","COLCLC04a_D","5","South Canyon Creek sections above hot springs",5.872926948,"COLCLC04a_D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191b","11191b","River/Stream",14010005,39.5619,-107.4081,NA,26865,34987,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",31.76941538,"COLCLC01_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11193","GARFIELD CREEK AT 312 RD IN SWA","River/Stream",14010005,39.5329,-107.5532,NA,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",29.85639333,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11201","ROAN CK NR DEBEQUE AT 44 RD","River/Stream",14010005,39.331017,-108.21808,NA,24407,31937,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",4.809582681,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11204","ROAN CREEK AT 202 RD.","River/Stream",14010005,39.45342,-108.31744,NA,25423,33302,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",39.81892486,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11205","11205","River/Stream",14010005,39.50417,-108.39133,NA,26190,34209,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",36.72382105,"COLCLC14a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11206","CARR CREEK ABOVE SCOTT HILL RD","River/Stream",14010005,39.56649,-108.5017,NA,27464,35702,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",26.39695966,"COLCLC14a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11207","DRY FORK AT CTY RD 222","River/Stream",14010005,39.37864,-108.34331,NA,24658,32287,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",6.559888664,"COLCLC14c_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11208","ROAN CREEK ABOVE MUD SPRING CANYON","River/Stream",14010005,39.50962,-108.52482,NA,26052,34047,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",30.33020241,"COLCLC14a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11212","LOGAN WASH NE OF DEBEUQUE","River/Stream",14010005,39.413915,-108.177018,NA,25046,32787,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",17.7818172,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11217","CLEAR CREEK AT CHEVRON GAGE","River/Stream",14010005,39.54814,-108.33103,NA,27816,36186,"COLCLC14b","COLCLC14b_A","3b","Clear Creek, including all tributaries and wetlands, from a point immediately below the confluence with Tom Creek to the confluence with Roan Creek. Roan Creek, including all tributaries and wetlands, from a point immediately above the confluence with Cl",27.5075936,"COLCLC14b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11221","PARACHUTE CREEK AT PARACHUTE, CO","River/Stream",14010005,39.4502,-108.0543,NA,25572,33488,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",9.789737441,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-47","47","River/Stream",14010005,39.56465,-107.51809,NA,26978,35119,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",39.06687264,"COLCLC01_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048151-D/S","Colorado River d/s of CO0048151 Rifle Regional WWRF","River/Stream",14010005,39.51891,-107.81112,NA,26229,34254,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",83.17601219,"COLCLC01_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048151-U/S","Colorado River u/s of CO0048151 Rifle Regional WWRF","River/Stream",14010005,39.52292,-107.78935,NA,26217,34241,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",280.1152097,"COLCLC01_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-AUX","Colorado River U/S Flow at USGS 09085100","River/Stream",14010005,39.55425,-107.337633,NA,26786,34902,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",43.28059568,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-D/S","Colorado River downstream of CO0048852 Glenwood Springs WWTF","River/Stream",14010005,39.5599,-107.3733,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",14.76499776,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-U/S","Colorado River U/S of CO0048852 Glenwood Springs WWTF","River/Stream",14010005,39.5605,-107.3713,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",19.34978382,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-MEAS-CO004","COLO RVR AT MIDLAND AVE","River/Stream",14010005,39.55921,-107.360975,NA,26810,34928,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",33.98121044,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-MEAS-CO005","COLO RVR ABV NEW REGIONAL WWTF","River/Stream",14010005,39.560542,-107.371602,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",7.879792572,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-MEAS-CO006","COLO RVR BLW NEW REGIONAL WWTF","River/Stream",14010005,39.559912,-107.373748,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",11.51324963,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-MEAS-CO006A","COLORADO RVR BELOW NEW GLENWOOD SPRINGS WWTF, SLIGHTLY U/S OF SITE CO006","River/Stream",14010005,39.560053,-107.373097,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",6.365927029,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-MEAS-CO006B","COLORADO RIVER BLW NEW GLENWOOD SPRINGS WWTF, APPROX. 200 FT D/S OF CO006A","River/Stream",14010005,39.559905,-107.374077,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",12.29070499,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC01","MAMM CR @ CR 352","River/Stream",14010005,39.527352,-107.710132,NA,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",10.81896719,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC02","MIDDLE MAMM CR","River/Stream",14010005,39.46813,-107.68738,NA,25496,33402,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",0.679943497,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC03","EAST MAMM CR","River/Stream",14010005,39.468133,-107.687323,NA,25496,33402,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",3.264252513,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC04","ALKALI CREEK NR MOUTH","River/Stream",14010005,39.56286,-107.545217,NA,26884,35010,"COLCLC04a","COLCLC04a_C","5","Alkali Creek",13.46740663,"COLCLC04a_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC05","North Dry Fork","River/Stream",14010005,39.379778,-108.363377,NA,24777,32441,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",24.93977394,"COLCLC14c_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-LC06","Roan Cr @ 222 Rd near 45 Rd","River/Stream",14010005,39.365608,-108.253082,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",2.664973489,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC01","DRY FORK APPX 1 MI ABV ROAN CRK RD","River/Stream",14010005,39.36995,-108.268207,NA,24595,32199,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",19.08361658,"COLCLC14c_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC02","RIFLE CREEK @ RAILROAD","River/Stream",14010005,39.538,-107.783468,NA,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",2.453098757,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC03","GOVERNMENT CREEK @ HWY 13","River/Stream",14010005,39.551417,-107.779117,NA,26932,35063,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",89.68168504,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC04","MIDDLE RIFLE CREEK @ RIFLE CORRECTIONAL FACILITY","River/Stream",14010005,39.651517,-107.781482,NA,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",12.6325844,"COLCLC09a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC05","WEST RIFLE CREEK","River/Stream",14010005,39.651955,-107.788245,NA,28414,37004,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",11.79547687,"COLCLC10_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC06","EAST RIFLE CREEK @ RIFLE FALLS","River/Stream",14010005,39.675008,-107.699568,NA,28719,37372,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",29.5710604,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC07","RIFLE CREEK OUTLET OF RESERVOIR","River/Stream",14010005,39.625293,-107.761695,NA,27950,36358,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",20.28538013,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC10","ROAN CREEK ABV CTY RD 200","River/Stream",14010005,39.36583,-108.25295,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",21.60946757,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC11","EAST RIFLE AT GAP I","River/Stream",14010005,39.632777,-107.73502,NA,28087,36561,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",35.71151082,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC14","GARFIELD CREEK AT GARFIELD CREEK SWA","River/Stream",14010005,39.525008,-107.550535,NA,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",20.31883081,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC15","COLORADO RIVER @ DEBEQUE","River/Stream",14010005,39.3318,-108.20916,NA,24159,31626,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",83.07522191,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-TMDL-MC16","COLORADO RIVER @  MIDLAND AND DEVEROUX","River/Stream",14010005,39.55948,-107.36019,NA,26810,34928,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",24.2271602,"COLCLC01_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-CDG-1","Circle Dot Gulch above Garden Gulch Road","River/Stream",14010005,39.55953,-108.1725,NA,27067,35220,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",4.424969323,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-CDG-1A","Circle Dot Gulch below Garden Gulch Road","River/Stream",14010005,39.56222,-108.1697,NA,27067,35220,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",14.27963193,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-CDG-2","Circle Dot Gulch above Latham Property","River/Stream",14010005,39.55294,-108.1885,NA,27067,35220,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",6.803504814,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-CG-1","Corral Gulch above Garden Gulch","River/Stream",14010005,39.5306,-108.1779,NA,26393,34460,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",0.194854411,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-CGWT-1","Northwestern tributary to Corral Gulch","River/Stream",14010005,39.53794,-108.192,NA,26393,34460,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",367.0091387,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-DG-1","Deep Gulch","River/Stream",14010005,39.5701,-108.0585,NA,27157,35332,"COLCLC11e","COLCLC11e_A","3a","That portion of the mainstem of the East Fork of Parachute Creek, including all tributaries and wetlands, within Sections 27, 28, and 29, T5S, R95W.",5.990793223,"COLCLC11e_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-FG-1","Forked Gulch above East Fork Parachute Creek","River/Stream",14010005,39.58764,-108.0587,NA,27279,35475,"COLCLC11e","COLCLC11e_A","3a","That portion of the mainstem of the East Fork of Parachute Creek, including all tributaries and wetlands, within Sections 27, 28, and 29, T5S, R95W.",22.40086615,"COLCLC11e_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-GG-1","Granlee Gulch above waterfall","River/Stream",14010005,39.55352,-108.0932,NA,26703,34810,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",5.110371421,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-HG-1","Helm Gulch mainstem","River/Stream",14010005,39.53813,-108.0966,NA,26661,34761,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",27.0081524,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-HG-W1","Helm Gulch north tributary","River/Stream",14010005,39.53766,-108.0924,NA,26661,34761,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",174.1724715,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-HLG-1","House Log Gulch above Garden Gulch Road","River/Stream",14010005,39.56375,-108.1872,NA,27079,35237,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",1.160978694,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-HLG-1A","House Log Gulch below Garden Gulch Road","River/Stream",14010005,39.57,-108.178,NA,27079,35237,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",27.00779023,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-LC-1","Little Creek mainstem","River/Stream",14010005,39.58027,-108.1886,NA,27153,35328,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",9.674278216,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-NTLC-1","Northwest tributary of Little Creek","River/Stream",14010005,39.58111,-108.1888,NA,27154,35329,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",9.864981814,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"BERRY","Berry Petroleum Company","BERRY-SKG-1","Sheep Kill Gulch","River/Stream",14010005,39.5575,-108.1605,NA,27222,35405,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",23.50843109,"COLCLC11g_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
