OrganizationID,OrganizationName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationType,HUC8,Latitude,Longitude,VerticalMe,OBJECTID,SGEOID,WBID,AUID,Cat,PortionDes,distance,SegmentID
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11195,EAST ELK CREEK NORTH OF NEWCASTLE @ GRAY EAGLE RANCH,River/Stream,14010005,39.6425,-107.5327778,6192,28202,36721,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",11.67023795,COLCLC07a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11201,ROAN CK NR DEBEQUE AT 44 RD,River/Stream,14010005,39.331017,-108.21808,0,24407,31937,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",4.809582681,COLCLC14c_C
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11202,ROAN CK. N. OF DEBUQUE AT CTY HWY 222,River/Stream,14010005,39.3658333,-108.2533333,4916,24570,32161,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",3.156764437,COLCLC14c_C
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11205,ROAN CK. BLW BRUSH CR.,River/Stream,14010005,39.5041667,-108.3913333,NA,26190,34209,COLCLC14a,COLCLC14a_A,1,"Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",36.42439223,COLCLC14a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11210,PARACHUTE CK. N. OF THE TOWN OF PARACHUTE,River/Stream,14010005,39.4702778,-108.0797222,4800,25572,33488,COLCLC11h,COLCLC11h_A,1,"Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",61.35048413,COLCLC11h_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11221,"PARACHUTE CREEK AT PARACHUTE, CO",River/Stream,14010005,39.4502,-108.0543,4649,25572,33488,COLCLC11h,COLCLC11h_A,1,"Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",9.789737441,COLCLC11h_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000047,COLORADO RIVER AT NEW CASTLE,River/Stream,14010005,39.565833,-107.466667,NA,26979,35120,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,49.03486105,COLCLC01_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000148,ROAN CREEK NEAR DE BEQUE,River/Stream,14010005,39.365278,-108.252222,NA,24529,32107,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",58.17995203,COLCLC14c_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11103,COLORADO R. @ CAMEO,River/Stream,14010005,39.1485,-108.31483,NA,22176,28913,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,44.87213543,COLCLC02a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11103B,COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA,River/Stream,14010005,39.166183,-108.304167,NA,22444,29311,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,30.07867806,COLCLC02a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11107A,COTTONWOOD CK NEAR RULISON,River/Stream,14010005,39.4725,-107.964667,NA,25578,65229,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",14.61121495,COLCLC04a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11119,BEAVER CREEK AT CR 320,River/Stream,14010005,39.505344,-107.855341,NA,25906,65221,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",18.23754906,COLCLC04a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11129,PLATEAU CREEK NEAR MOUTH,River/Stream,14010005,39.18031,-108.2786,NA,22543,29440,COLCLC16,COLCLC16_A,3b,"Plateau Creek including all tributaries and wetlands, from a point immediately below the confluence with Buzzard Creek, to the confluence with the Colorado River, excluding specific listings in segment 15.",5.088262428,COLCLC16_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11140,"PARACHUTE CREEK BLW EAST, MIDDLE, AND WEST FORK CONFLUENCES",River/Stream,14010005,39.56994,-108.1094,NA,27039,35186,COLCLC11h,COLCLC11h_A,1,"Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",110.7911967,COLCLC11h_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11145b,11145b,River/Stream,14010005,39.62083333,-108.112,NA,27962,36370,COLCLC11b,COLCLC11b_A,1,"Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",386.6302449,COLCLC11b_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11145b2,11145b2,River/Stream,14010005,39.62083333,-108.1058333,NA,28403,36980,COLCLC11b,COLCLC11b_A,1,"Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",44.26799984,COLCLC11b_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11148,DRY CREEK AT CO RD 352 (AIRPORT RD) NEAR RIFLE,River/Stream,14010005,39.519864,-107.730646,NA,26282,34328,COLCLC04e,COLCLC04e_A,3b,Mainstem of Dry Creek including all tributaries and wetlands from the source to immediately above the Last Chance Ditch.,2.797159618,COLCLC04e_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11149B,MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT,River/Stream,14010005,39.510667,-107.690333,NA,26224,34249,COLCLC04a,COLCLC04a_B,5,Mamm Creek,1.625305961,COLCLC04a_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11149C,MAMM CK AT CR 352 (NEAR GARFIELD COUNTY REGIONAL AIRPORT),River/Stream,14010005,39.527308,-107.71005,NA,26464,34533,COLCLC04a,COLCLC04a_B,5,Mamm Creek,10.65723083,COLCLC04a_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11151B,MESA CREEK NEAR HWY 330,River/Stream,14010005,39.18857,-108.13947,NA,22590,29516,COLCLC15a,COLCLC15a_A,5,"Mainstem of Plateau Creek from its source to the inlet of Vega Reservoir. All tributaries and wetlands to Plateau Creek from its source to a point immediately above the confluence with Buzzard Creek. Kimball Creek, Grove Creek, Big Creek, Cottonwood Cree",19.63341582,COLCLC15a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11151C,MESA CK AT K E RD,River/Stream,14010005,39.163578,-108.141827,NA,22340,29177,COLCLC15a,COLCLC15a_A,5,"Mainstem of Plateau Creek from its source to the inlet of Vega Reservoir. All tributaries and wetlands to Plateau Creek from its source to a point immediately above the confluence with Buzzard Creek. Kimball Creek, Grove Creek, Big Creek, Cottonwood Cree",9.798257418,COLCLC15a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11151E,BIG BEAVER CK SOUTH OF MESA,River/Stream,14010005,39.069444,-108.154167,NA,21468,27812,COLCLC15a,COLCLC15a_A,5,"Mainstem of Plateau Creek from its source to the inlet of Vega Reservoir. All tributaries and wetlands to Plateau Creek from its source to a point immediately above the confluence with Buzzard Creek. Kimball Creek, Grove Creek, Big Creek, Cottonwood Cree",96.2450468,COLCLC15a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11153,RAPID CREEK ABV CONF. WITH COTTONWOOD CREEK,River/Stream,14010005,39.12898,-108.29736,NA,22001,28628,COLCLC17a,COLCLC17a_A,1,"Mainstem of Rapid Creek, including all tributaries and wetlands, from its source to a point immediately below the confluence with Cottonwood Creek including Kruzen Springs.",5.886565749,COLCLC17a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11155B,BIG CREEK AT DE.00 RD,River/Stream,14010005,39.22513,-107.99922,NA,23028,30122,COLCLC15a,COLCLC15a_A,5,"Mainstem of Plateau Creek from its source to the inlet of Vega Reservoir. All tributaries and wetlands to Plateau Creek from its source to a point immediately above the confluence with Buzzard Creek. Kimball Creek, Grove Creek, Big Creek, Cottonwood Cree",1.092621874,COLCLC15a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11156,PLATEAU CREEK AT HWY 330 (MAIN STREET) IN COLLBRAN,River/Stream,14010005,39.24077,-107.96083,NA,23133,30283,COLCLC15c,COLCLC15c_A,5,Mainstem of Plateau Creek from the outlet of Vega Reservoir to a point immediately below the confluence with Buzzard Creek.,20.95622542,COLCLC15c_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11156B,BUZZARD CREEK AT RODEO RD CROSSING IN COLLBRAN,River/Stream,14010005,39.24142,-107.9634,NA,23128,30278,COLCLC16,COLCLC16_A,3b,"Plateau Creek including all tributaries and wetlands, from a point immediately below the confluence with Buzzard Creek, to the confluence with the Colorado River, excluding specific listings in segment 15.",10.39718281,COLCLC16_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11160,DRY HOLLOW CREEK AT ALTA MESA RD NEAR SILT,River/Stream,14010005,39.504365,-107.657765,NA,26150,34161,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",12.69549619,COLCLC04d_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11170,RIFLE CREEK AT RIFLE,River/Stream,14010005,39.53802,-107.7833,NA,26567,34649,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,0.530858929,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11170B,GOVERNMENT CREEK AT HWY13,River/Stream,14010005,39.55222,-107.77902,NA,26932,35063,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,74.03314651,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11171,WEST RIFLE CREEK AT RIFLE GAP STATE PARK,River/Stream,14010005,39.64615,-107.78,NA,28414,37004,COLCLC10,COLCLC10_B,5,West Rifle Creek and tributaries,6.543344561,COLCLC10_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11173,EAST RIFLE CREEK AT RIFLE FALLS STATE PARK,River/Stream,14010005,39.67628,-107.6988,NA,28719,37372,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,15.88556198,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11175,MIDDLE RIFLE CREEK ABOVE WEST RIFLE CREEK,River/Stream,14010005,39.65826,-107.78014,NA,28909,37609,COLCLC09a,COLCLC09a_A,1,"Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",1.017913972,COLCLC09a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11187,EAST DIVIDE CREEK AT 313 RD NEAR GAGE,River/Stream,14010005,39.43538,-107.5783,NA,25228,33054,COLCLC07b,COLCLC07b_A,1,"Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",41.63477314,COLCLC07b_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11189,"ALKALI CREEK AT APPLE TREE NEAR NEW CASTLE, COLORADO",River/Stream,14010005,39.560649,-107.54011,NA,26884,35010,COLCLC04a,COLCLC04a_C,5,Alkali Creek,18.36262718,COLCLC04a_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11190A,MAIN ELK CREEK AT FR 243,River/Stream,14010005,39.65779,-107.56525,NA,28477,37084,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",31.26485853,COLCLC07a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191,SOUTH CANYON CREEK AT MOUTH @ 134 RD,River/Stream,14010005,39.56145,-107.40789,NA,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,8.087157972,COLCLC04c_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191A,SOUTH CANYON CREEK ABOVE HWY 134,River/Stream,14010005,39.549552,-107.413825,NA,26667,34767,COLCLC04a,COLCLC04a_D,5,South Canyon Creek sections above hot springs,2.369210962,COLCLC04a_D
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191C,SOUTH CANYON HOT SPRINGS,River/Stream,14010005,39.5602,-107.4088,NA,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,22.44841094,COLCLC04c_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191D,SOUTH CANYON CREEK ABOVE HOT SPRINGS,River/Stream,14010005,39.55328,-107.41023,NA,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,3.920361773,COLCLC04c_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191E,SOUTH CANYON D/S LANDFILL,River/Stream,14010005,39.550209,-107.413222,NA,49759,65279,COLCLC04a,COLCLC04a_D,5,South Canyon Creek sections above hot springs,5.872926948,COLCLC04a_D
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11191b,11191b,River/Stream,14010005,39.5619,-107.4081,NA,26865,34987,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,31.76941538,COLCLC01_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11193,GARFIELD CREEK AT 312 RD IN SWA,River/Stream,14010005,39.5329,-107.5532,NA,26702,34809,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",29.85639333,COLCLC07a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11201,ROAN CK NR DEBEQUE AT 44 RD,River/Stream,14010005,39.331017,-108.21808,NA,24407,31937,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",4.809582681,COLCLC14c_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11204,ROAN CREEK AT 202 RD.,River/Stream,14010005,39.45342,-108.31744,NA,25423,33302,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",39.81892486,COLCLC14c_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11205,11205,River/Stream,14010005,39.50417,-108.39133,NA,26190,34209,COLCLC14a,COLCLC14a_A,1,"Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",36.72382105,COLCLC14a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11206,CARR CREEK ABOVE SCOTT HILL RD,River/Stream,14010005,39.56649,-108.5017,NA,27464,35702,COLCLC14a,COLCLC14a_A,1,"Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",26.39695966,COLCLC14a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11207,DRY FORK AT CTY RD 222,River/Stream,14010005,39.37864,-108.34331,NA,24658,32287,COLCLC14c,COLCLC14c_B,5,"North, South and mainstem of Dry Fork including tributaries",6.559888664,COLCLC14c_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11208,ROAN CREEK ABOVE MUD SPRING CANYON,River/Stream,14010005,39.50962,-108.52482,NA,26052,34047,COLCLC14a,COLCLC14a_A,1,"Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",30.33020241,COLCLC14a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11212,LOGAN WASH NE OF DEBEUQUE,River/Stream,14010005,39.413915,-108.177018,NA,25046,32787,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",17.7818172,COLCLC14c_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11217,CLEAR CREEK AT CHEVRON GAGE,River/Stream,14010005,39.54814,-108.33103,NA,27816,36186,COLCLC14b,COLCLC14b_A,3b,"Clear Creek, including all tributaries and wetlands, from a point immediately below the confluence with Tom Creek to the confluence with Roan Creek. Roan Creek, including all tributaries and wetlands, from a point immediately above the confluence with Cl",27.5075936,COLCLC14b_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11221,"PARACHUTE CREEK AT PARACHUTE, CO",River/Stream,14010005,39.4502,-108.0543,NA,25572,33488,COLCLC11h,COLCLC11h_A,1,"Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",9.789737441,COLCLC11h_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-11250,BUZZARD CREEK AT 64.3 RD,River/Stream,14010005,39.27223,-107.85088,NA,23475,30705,COLCLC15d,COLCLC15d_A,3a,Mainstem of Buzzard Creek from the Grand Mesa National Forest boundary to its confluence with Plateau Creek.,18.17652663,COLCLC15d_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-47,47,River/Stream,14010005,39.56465,-107.51809,NA,26978,35119,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,39.06687264,COLCLC01_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048151-D/S,Colorado River d/s of CO0048151 Rifle Regional WWRF,River/Stream,14010005,39.51891,-107.81112,NA,26229,34254,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,83.17601219,COLCLC01_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048151-U/S,Colorado River u/s of CO0048151 Rifle Regional WWRF,River/Stream,14010005,39.52292,-107.78935,NA,26217,34241,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,280.1152097,COLCLC01_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048852-AUX,Colorado River U/S Flow at USGS 09085100,River/Stream,14010005,39.55425,-107.337633,NA,26786,34902,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,43.28059568,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048852-D/S,Colorado River downstream of CO0048852 Glenwood Springs WWTF,River/Stream,14010005,39.5599,-107.3733,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,14.76499776,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048852-U/S,Colorado River U/S of CO0048852 Glenwood Springs WWTF,River/Stream,14010005,39.5605,-107.3713,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,19.34978382,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-MEAS-CO004,COLO RVR AT MIDLAND AVE,River/Stream,14010005,39.55921,-107.360975,NA,26810,34928,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,33.98121044,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-MEAS-CO005,COLO RVR ABV NEW REGIONAL WWTF,River/Stream,14010005,39.560542,-107.371602,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,7.879792572,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-MEAS-CO006,COLO RVR BLW NEW REGIONAL WWTF,River/Stream,14010005,39.559912,-107.373748,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,11.51324963,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-MEAS-CO006A,"COLORADO RVR BELOW NEW GLENWOOD SPRINGS WWTF, SLIGHTLY U/S OF SITE CO006",River/Stream,14010005,39.560053,-107.373097,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,6.365927029,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-MEAS-CO006B,"COLORADO RIVER BLW NEW GLENWOOD SPRINGS WWTF, APPROX. 200 FT D/S OF CO006A",River/Stream,14010005,39.559905,-107.374077,NA,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,12.29070499,COLCLC01_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC01,MAMM CR @ CR 352,River/Stream,14010005,39.527352,-107.710132,NA,26464,34533,COLCLC04a,COLCLC04a_B,5,Mamm Creek,10.81896719,COLCLC04a_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC02,MIDDLE MAMM CR,River/Stream,14010005,39.46813,-107.68738,NA,25496,33402,COLCLC04a,COLCLC04a_B,5,Mamm Creek,0.679943497,COLCLC04a_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC03,EAST MAMM CR,River/Stream,14010005,39.468133,-107.687323,NA,25496,33402,COLCLC04a,COLCLC04a_B,5,Mamm Creek,3.264252513,COLCLC04a_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC04,ALKALI CREEK NR MOUTH,River/Stream,14010005,39.56286,-107.545217,NA,26884,35010,COLCLC04a,COLCLC04a_C,5,Alkali Creek,13.46740663,COLCLC04a_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC05,North Dry Fork,River/Stream,14010005,39.379778,-108.363377,NA,24777,32441,COLCLC14c,COLCLC14c_B,5,"North, South and mainstem of Dry Fork including tributaries",24.93977394,COLCLC14c_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-LC06,Roan Cr @ 222 Rd near 45 Rd,River/Stream,14010005,39.365608,-108.253082,NA,24529,32107,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",2.664973489,COLCLC14c_C
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC01,DRY FORK APPX 1 MI ABV ROAN CRK RD,River/Stream,14010005,39.36995,-108.268207,NA,24595,32199,COLCLC14c,COLCLC14c_B,5,"North, South and mainstem of Dry Fork including tributaries",19.08361658,COLCLC14c_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC02,RIFLE CREEK @ RAILROAD,River/Stream,14010005,39.538,-107.783468,NA,26567,34649,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,2.453098757,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC03,GOVERNMENT CREEK @ HWY 13,River/Stream,14010005,39.551417,-107.779117,NA,26932,35063,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,89.68168504,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC04,MIDDLE RIFLE CREEK @ RIFLE CORRECTIONAL FACILITY,River/Stream,14010005,39.651517,-107.781482,NA,28909,37609,COLCLC09a,COLCLC09a_A,1,"Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",12.6325844,COLCLC09a_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC05,WEST RIFLE CREEK,River/Stream,14010005,39.651955,-107.788245,NA,28414,37004,COLCLC10,COLCLC10_B,5,West Rifle Creek and tributaries,11.79547687,COLCLC10_B
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC06,EAST RIFLE CREEK @ RIFLE FALLS,River/Stream,14010005,39.675008,-107.699568,NA,28719,37372,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,29.5710604,COLCLC10_A
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-TMDL-MC07,RIFLE CREEK OUTLET OF RESERVOIR,River/Stream,14010005,39.625293,-107.761695,NA,27950,36358,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,20.28538013,COLCLC10_A
