"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_UC4","Pre-Level I COLM WQ Recon Survey Site: UC4","River/Stream","A deep pool in the Precambrian rock. Water probably is underflow resurfacing in the stream channel.  Site not selected for sampling.",14010005,NA,"",NA,"",39.0355556,-108.7016666,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_UC5","Pre-Level I COLM WQ Recon Survey Site: UC5","River/Stream","Another pool in the stream channel near the confluence with a tributary drainage.  Site not selected for sampling.",14010005,NA,"",NA,"",39.0336111,-108.6988889,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_UC7","Pre-Level I COLM WQ Recon Survey Site: UC7","River/Stream","A flowing channel, perhaps 0.01 ft3/s, at a large outcrop of Precambrian rock.  Water starts flowing about 100150 feet above this location.  Site not selected for sampling.",14010005,NA,"",NA,"",39.0558333,-108.6727778,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_UC8","Lower Ute Canyon near Liberty Cap","River/Stream","Site represents the lower surfacewater site for Ute Canyon.",14010005,NA,"",NA,"",39.0544444,-108.6675,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",5560,"ft",NA,"","Topographic Map Interpolation","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_UC9","Pre-Level I COLM WQ Recon Survey Site: UC9","River/Stream","Observed a dry channel at this location where a tributary of lower Ute Canyon was crossed. This tributary was not investigated.  Site not selected for sampling.",14010005,NA,"",NA,"",39.0472222,-108.6661111,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-COLM_L1_WC1","Pre-Level I COLM WQ Recon Survey Site: WC1","River/Stream","Intermittent iced over pools in north fork above confluence with south fork.  Broke out some ice in one pool and took field readings.  Site not selected for sampling.",14010005,NA,"",NA,"",39.0997222,-108.7302778,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD27",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000047","COLORADO RIVER AT NEW CASTLE","River/Stream","A site near New Castle identified as 000047 has been sampled since 1968. The original site was at a bridge west of the town and south of US Hwy 6. The construction of I-70 was in this area was not completed in area until 1971-72. The fate of the original bridge, which is present on a 1962 USGS quad map, is unknown but by 1987 it had been removed. Also unknown is when the site had been moved to its present location near the Coal Ridge Park boat launch on the south bank of the river. Based on the field notes entered in STORET, it appears that the new site has been visited since 1998 but it could be even longer. The two locations are less than a mile apart but Elk Creek flows into the Colorado River just above the old location.",14010005,NA,"",NA,"",39.5658333,-107.4666667,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000048","COLORADO RIVER NEAR CAMEO","River/Stream","",14010005,NA,"",NA,"",39.1666667,-108.2833333,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000050","COLORADO R. @ LOMA","River/Stream","This site is also known as WQCD Site ID 11100. From the Legacy Storet Station Descriptive Paragraph: Colorado R. 1/4 Mi. South of the I-70 Loma Exit 7.25 miles above Utah Colorado State Line. Samples Prior to '91 were heavily influenced¶by Reed Wash because of incomplete mixing. Sampled above Reed Wash since 1991.",14010005,NA,"",NA,"",39.17471,-108.80065,0,NA,"","Zip+2 Centroid","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000147","COLORADO RIVER AT RULISON","River/Stream","",14010005,NA,"",NA,"",39.4944444,-107.9386111,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000148","ROAN CREEK NEAR DE BEQUE","River/Stream","",14010005,NA,"",NA,"",39.3652778,-108.2522222,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11100","COLORADO R. @ LOMA","River/Stream","This site is also known as RPS 50 (Org ID 21COL001 Storet Station 000050).",14010005,NA,"",NA,"",39.17471,-108.80065,0,NA,"","Interpolation - Digital Map Source","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11101","COLORADO R. @ HORSETHIEF SWA","River/Stream","SW of Fruita off 1.3 Rd at Horsethief SWA at Irrigation Intake.",14010005,NA,"",NA,"",39.1695,-108.8108333,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11101A","COLORADO R AT HORSETHIEF CANYON RD S OF GILSONITE","River/Stream","This site is about 2 miles upstream of site 11101 Colorado River at Horsethief Canyon. It is south of the Town of Gilsonite where the Horsethief Canyon Road is closest to the river.",14010005,NA,"",NA,"",39.15773,-108.781,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11102","REED WASH @ HWY 6","River/Stream","NW of Fruita and just west of the Refinery at Hwy 6 crossing.",14010005,NA,"",NA,"",39.1830556,-108.7862222,0,NA,"","Interpolation-Map","NAD27",4498,"ft",NA,"","Topographic Map Interpolation","UNKWN","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11103","COLORADO R. @ CAMEO","River/Stream","East of Grand Jct at Cameo at bridge to Public Service Co.",14010005,NA,"",NA,"",39.1485,-108.31483,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11103A","RAPID CK. @ MOUTH","River/Stream","",14010005,NA,"",NA,"",39.1315278,-108.3220556,0,NA,"","Interpolation-Map","NAD27",4731,"ft",NA,"","Topographic Map Interpolation","UNKWN","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11103B","COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA","River/Stream","",14010005,NA,"",NA,"",39.1661833,-108.3041666,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11105","COLORADO R. ABV PLATEAU CR.","River/Stream","",14010005,NA,"",NA,"",39.1835,-108.2810556,0,NA,"","Interpolation-Map","NAD27",4770,"ft",NA,"","Topographic Map Interpolation","UNKWN","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11107A","COTTONWOOD CK NEAR RULISON","River/Stream","The site is SW of Rulison at 309 Rd.",14010005,NA,"",NA,"",39.4725,-107.9646667,NA,NA,"","GPS-Unspecified","UNKWN",5396,"ft",NA,"","GPS Code (Pseudo Range) Precise Position","UNKWN","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11109A","OASIS CK ABV DIVERSION @ 600 HIGHLANDS RD.","River/Stream","",14010005,NA,"",NA,"",39.5667833,-107.3365667,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11110","BIG SALT CK BELOW RUBY LEE RES.","River/Stream","North of Fruita on 16 Rd near Ruby Lee Reservoir at V.8 Rd crossing.",14010005,NA,"",NA,"",39.3355556,-108.7477778,NA,NA,"","Unknown","UNKWN",4820,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11123","LIMEKILN GULCH AT HWY 340","River/Stream","At Hwy 340 RD crossing, east of Colonial RD and west of Rainbow Ranch RD, 5.1 mi. west of intersection of Business Loop 70 and Hwy 340.",14010005,NA,"",NA,"",39.08997,-108.6546,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",4620,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11124","RED CANYON AT HWY 340","River/Stream","At Hwy 340 RD crossing, east of Vista Grande Dr and west of Mesa Grande Dr, 2.6 mi. west of intersection of Business Loop 70 and Hwy 340.",14010005,NA,"",NA,"",39.07028,-108.6168,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",4677,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11130","SALT CK. @ 1-70 NEAR UTAH STATE LINE","River/Stream","Just West of Mack at I-70 crossing underneath overpasses.",14010005,NA,"",NA,"",39.2238333,-108.8923333,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11133","ADOBE CREEK NEAR MOUTH","River/Stream","At 19 Rd crossing, east of Fruita and south of I-70 Frontage Rd",14010005,NA,"",NA,"",39.13185,-108.70131,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11135","LEACH CREEK NEAR MOUTH","River/Stream","2.2 miles west on River RD from the intersection of Broadway (Hwy 340) and River Rd.",14010005,NA,"",NA,"",39.0903666,-108.6079,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11135A","INDIAN WASH NEAR MOUTH","River/Stream","0.95 miles west of intersection of Broadway (Hwy 340) and River RD at River RD crossing.",14010005,NA,"",NA,"",39.0792833,-108.58838,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11136","COAL CANYON CREEK AT 1.90 ROAD","River/Stream","",14010005,NA,"",NA,"",39.15195,-108.322,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145A","W. FORK PARACHUTE CK NEAR MOUTH","River/Stream","North of Parachute on 215 Rd through Exxons Gate about 1/3 mi. to Rd crossing.",14010005,NA,"",NA,"",39.5811667,-108.113,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145B","MIDDLE FORK PARACHUTE CK ABV WEST FORK PARACHUTE CK","River/Stream","North of Parachute on 215 Rd through Exxons Gate about 1/3 mi. to Rd crossing of the West Fork, East 100ft just above confluence with the West Fork.",14010005,NA,"",NA,"",39.5805,-108.112,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145B2","MIDDLE FORK PARACHUTE CK BLW DAVIS GULCH","River/Stream","",14010005,NA,"",NA,"",39.6208333,-108.1058333,NA,NA,"","GPS-Unspecified","UNKWN",6156,"ft",NA,"","GPS Code (Pseudo Range) Precise Position","UNKWN","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145C","E. FORK PARACHUTE CK NEAR MOUTH","River/Stream","North of Parachute on 215 Rd to upstream side of bridge crossing at Unical's Gate.",14010005,NA,"",NA,"",39.5778333,-108.1066667,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11149B","MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT","River/Stream","The site is on the Antara Resources property.",14010005,NA,"",NA,"",39.5106667,-107.6903333,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11151","RAPID CREEK NEAR MOUTH NORTH OF PALISADE","River/Stream","The site is above the confluence with the Colorado River, north of Palisade, CO. The stream was originally called Cottonwood Creek. However, based that Cameo, CO USGS Quad map from 1955, the stream that reaches the Colorado River is actually Rapid Creek.",14010005,NA,"",NA,"",39.13148,-108.3208,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11170","RIFLE CREEK AT RIFLE","River/Stream","In Rifle on rail road road or 13 hwy",14010005,NA,"",NA,"",39.53802,-107.7833,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",5337,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11171","WEST RIFLE CREEK AT RIFLE GAP STATE PARK","River/Stream","",14010005,NA,"",NA,"",39.64615,-107.78,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11173","EAST RIFLE CREEK AT RIFLE FALLS STATE PARK","River/Stream","From Rifle take Hwy 13 north, to Hwy 325",14010005,NA,"",NA,"",39.67628,-107.6988,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",6536,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11181","DIVIDE CK NR MOUTH AT 335 RD","River/Stream","The site is above the confluence with the Colorado River.",14010005,NA,"",NA,"",39.54047,-107.62302,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11181A","GARFIELD CK NR MOUTH AT 335 RD","River/Stream","The creek drains through the Garfield Creek State Wildlife Area and into the Colorado River.",14010005,NA,"",NA,"",39.55187,-107.55842,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11185","WEST DIVIDE CK. @ GAGE BLW LITTLE MUDDY GULCH","River/Stream","",14010005,NA,"",NA,"",39.3309482,-107.5801166,0,NA,"","Interpolation-Map","NAD83",6865,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11185A","WEST DIVIDE CREEK AT 344 RD.","River/Stream","The site is near the 344 Road crossing near the Garfield and Mesa County line. This is also near the point where the road becomes known as 79.00 Road in Mesa County. It is downstream of site 11185, West Divide Creek at gage below Little Muddy Creek.",14010005,NA,"",NA,"",39.36747,-107.5928,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11189","ALKALI CK. @ NEWCASTLE","River/Stream","",14010005,NA,"",NA,"",39.5625278,-107.5437222,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11190","ELK CREEK AT MOUTH AT NEWCASTLE","River/Stream","At Hwy 6 road crossing near the mouth at the west end of New Castle",14010005,NA,"",NA,"",39.5715,-107.5391,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11190H","MAIN ELK CK. @ FR 603","River/Stream","",14010005,NA,"",NA,"",39.6771944,-107.5712778,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191","SOUTH CANYON CREEK AT MOUTH @ 134 RD","River/Stream","",14010005,NA,"",NA,"",39.56145,-107.40789,NA,NA,"","Interpolation - Digital Map Source","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191B","SOUTH CANYON CK. BLW HOT SPRINGS","River/Stream","The site location was estimated based on the location of the hot springs along South Canyon Creek.",14010005,NA,"",NA,"",39.552,-107.412,0,NA,"","Interpolation - Digital Map Source","NAD83",0,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191C","SOUTH CANYON HOT SPRINGS","River/Stream","South Canyon Springs above the mouth of South Canyon Creek on road 134 at exit 111 of Interstate Hwy 70. Approx. 0.25mi. u/s from mouth and just on the west side of South Canyon Creek",14010005,NA,"",NA,"",39.5602,-107.4088,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",5672,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11192","CANYON CREEK AT MOUTH NEAR CHACRA @ I-70 EXIT 109","River/Stream","Downstream of culvert and approx. 0.1 mi. east of Exit 109 along frontage road on the south side of I-70",14010005,NA,"",NA,"",39.57445,-107.4478,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",5658,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11195","EAST ELK CREEK NORTH OF NEWCASTLE @ GRAY EAGLE RANCH","River/Stream","North of Newcastle on 241 to the Grey Eagle Ranch upstream side of bridge on the Ranch Rd.",14010005,NA,"",NA,"",39.6425,-107.5327778,NA,NA,"","Unknown","UNKWN",6192,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11201","ROAN CK NR DEBEQUE AT 44 RD","River/Stream","The site is about 0.25 miles upstream of the confluence with the Colorado River at 44 Rd.",14010005,NA,"",NA,"",39.331017,-108.21808,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",0,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11202","ROAN CK. N. OF DEBUQUE AT CTY HWY 222","River/Stream","This is the new ID assigned to the historic site 000148.",14010005,NA,"",NA,"",39.3658333,-108.2533333,NA,NA,"","Unknown","UNKWN",4916,"ft",NA,"","","Unknown","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11205","ROAN CK. BLW BRUSH CR.","River/Stream","North of Debeque at intersection of 204 and 209 Rd just below confluence with Brush Ck.",14010005,NA,"",NA,"",39.5041667,-108.3913333,NA,NA,"","Unknown","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11210","PARACHUTE CK. N. OF THE TOWN OF PARACHUTE","River/Stream","",14010005,NA,"",NA,"",39.4702778,-108.0797222,NA,NA,"","Unknown","UNKWN",4800,"ft",NA,"","","Unknown","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11221","PARACHUTE CREEK AT PARACHUTE, CO","River/Stream","Only bridge on west side of Parachute. NO SIGN",14010005,NA,"",NA,"",39.4502,-108.0543,NA,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",4649,"ft",NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAVD88","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-000047","COLORADO RIVER AT NEW CASTLE","River/Stream","A site near New Castle identified as 000047 has been sampled since 1968. The original site was at a bridge west of the town and south of US Hwy 6. The construction of I-70 was in this area was not completed in area until 1971-72. The fate of the original",14010005,NA,"",NA,"",39.565833,-107.466667,0,NA,"","Interpolation-Digital Map Source (Tiger)","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-000050","COLORADO R. @ LOMA","River/Stream","Site also known as 11100. Legacy Storet description: Colorado R. 1/4 Mi. S of the I-70 Loma Exit 7.25 miles above UT-CO State Line. Samples Prior to '91 were heavily influenced by Reed Wash because of incomplete mixing. Sampled above Reed Wash since 1991.",14010005,NA,"",NA,"",39.173877,-108.807712,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-000148","ROAN CREEK NEAR DE BEQUE","River/Stream","",14010005,NA,"",NA,"",39.365278,-108.252222,0,NA,"","Interpolation-Digital Map Source (Tiger)","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11100A","COLORADO RIVER AT 25 RD.","River/Stream","",14010005,NA,"",NA,"",39.07755,-108.59294,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11101","COLORADO R. @ HORSETHIEF SWA","River/Stream","SW of Fruita off 1.3 Rd at Horsethief SWA at Irrigation Intake.",14010005,NA,"",NA,"",39.1695,-108.810833,0,NA,"","Interpolation-Digital Map Source (Tiger)","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11103","COLORADO R. @ CAMEO","River/Stream","East of Grand Jct at Cameo at bridge to Public Service Co.",14010005,NA,"",NA,"",39.1485,-108.31483,0,NA,"","Interpolation-Digital Map Source (Tiger)","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11103B","COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA","River/Stream","",14010005,NA,"",NA,"",39.166183,-108.304167,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11104","COLORADO RIVER AT STATE HWY 141 (32 RD) SOUTH OF CLIFTON","River/Stream","",14010005,NA,"",NA,"",39.054975,-108.46083,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
