"MonitoringLocationID","OrganizationID","OrganizationName","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","n","org","start","end","paramCount","paramNames"
"CORIVWCH_WQX-3826","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Rifle Cr  - At Conf Colorado R","River/Stream",14010005,39.5163,-107.8416,5240,26258,34299,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",2.153843598,"COLCLC10_A",36,"CORIVWCH_WQX",2008,2008,23,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3827","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Government Cr - Abv Rifle Cr","River/Stream",14010005,39.5457,-107.7809,5403,26932,35063,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.307497021,"COLCLC10_A",36,"CORIVWCH_WQX",2008,2008,23,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3945","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Cottonwood G - Cottonwood G","River/Stream",14010005,39.5244,-107.9926,6658,26435,34504,"COLCLC11g","COLCLC11g_A","1","All tributaries to East Fork Parachute Creek on the south side of the East Fork Parachute Creek from a point immediately below First Anvil Creek to the confluence with Parachute Creek; all tributaries to Parachute Creek on the east side of Parachute Cree",4.72171651,"COLCLC11g_A",35,"CORIVWCH_WQX",2010,2010,22,"Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3946","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","E Divide Cr - East Divide Cr und June Cr","River/Stream",14010005,39.4346,-107.5831,6546,25592,33514,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",5.300419507,"COLCLC07b_A",35,"CORIVWCH_WQX",2011,2011,22,"Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3947","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Trapper Cr - Trapper Cr @ Upper exclosure","River/Stream",14010005,39.6373,-107.9717,8059,28240,36769,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",6.758258536,"COLCLC08_A",35,"CORIVWCH_WQX",2011,2011,22,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3948","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","W Divide Cr - W Divide upstream Little Muddy G","River/Stream",14010005,39.3208,-107.5671,7204,24083,31538,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",0.987592114,"COLCLC07b_A",35,"CORIVWCH_WQX",2011,2011,22,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3949","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","W Divide Cr - W Divide Cr downstream of Reno Creek","River/Stream",14010005,39.275,-107.4983,7966,23530,30785,"COLCLC05","COLCLC05_A","1","All tributaries to the Colorado River, including wetlands, which are within the boundaries of White River National Forest, except for the specific listing in Segments 9a and 9c.",3.117678406,"COLCLC05_A",35,"CORIVWCH_WQX",2011,2011,22,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3950","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Northwater Cr - Northwater Cr upstream Raspberry Cr","River/Stream",14010005,39.61,-107.9713,8113,27645,35940,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",2.606097604,"COLCLC08_A",35,"CORIVWCH_WQX",2011,2011,22,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3951","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Baldy Cr - Abv Garfield Cr conf and barrier","River/Stream",14010005,39.5123,-107.5197,6275,26075,34070,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",4.097756454,"COLCLC07a_A",35,"CORIVWCH_WQX",2011,2011,22,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-3952","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","E Fk Parachute Cr - E Fork Parachute Trail G","River/Stream",14010005,39.561,-108.0105,7684,26853,34975,"COLCLC11a","COLCLC11a_A","1","Mainstem of the West Fork of Parachute Creek, including all tributaries, from its source to West Fork Falls. Mainstem of East Fork of Parachute Creek, including all tributaries and wetlands, from a point immediately below the mouth of First Anvil Creek t",1.187622267,"COLCLC11a_A",100,"CORIVWCH_WQX",2011,2018,26,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-4016","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Mamm Cr - Abv CR 352","River/Stream",14010005,39.526907,-107.709779,5400,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",5.216360242,"COLCLC04a_B",362,"CORIVWCH_WQX",2005,2016,20,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"CORIVWCH_WQX-4017","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Mamm Cr - West Mamm","River/Stream",14010005,39.46543107,-107.6902606,5400,25478,33377,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",12.64928438,"COLCLC04a_B",94,"CORIVWCH_WQX",2005,2005,20,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"CORIVWCH_WQX-4018","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Mamm Cr - Middle Mamm","River/Stream",14010005,39.46512089,-107.6892608,5400,25479,65213,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",0.181547595,"COLCLC04a_B",98,"CORIVWCH_WQX",2005,2005,20,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"CORIVWCH_WQX-4019","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","E Mamm Cr - East Mamm","River/Stream",14010005,39.4678,-107.6868,5808,25497,33403,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",1.453924568,"COLCLC04a_B",66,"CORIVWCH_WQX",2005,2005,20,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"CORIVWCH_WQX-4077","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Brush Cr - BBarnhard Prop","River/Stream",14010005,39.6489,-108.5729,8013,28511,37123,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",3.789696952,"COLCLC14a_A",33,"CORIVWCH_WQX",2006,2006,20,"Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-4210","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Middle Rifle Cr - Middle Rifle Cr","River/Stream",14010005,39.67307883,-107.7842172,6345,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",2.188193653,"COLCLC09a_A",30,"CORIVWCH_WQX",2007,2007,17,"Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Hardness, Ca, Mg;  Iron;  Lead;  Magnesium;  Manganese;  pH;  Potassium;  Selenium;  Sodium;  Temperature, sample;  Zinc;  "
"CORIVWCH_WQX-4218","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","W Fk Parachute Cr - Below Falls","River/Stream",14010005,39.6254,-108.1553,6680,27955,36363,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",83.89333562,"COLCLC11b_A",93,"CORIVWCH_WQX",2007,2011,24,"Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-4219","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Yellowjacket Cr - Yellowjacket Cr","River/Stream",14010005,39.6066,-107.9732,8201,27629,35917,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.554960944,"COLCLC08_A",26,"CORIVWCH_WQX",2007,2007,13,"Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Iron;  Lead;  Magnesium;  Manganese;  Potassium;  Selenium;  Sodium;  Zinc;  "
"CORIVWCH_WQX-4220","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","W Fk Parachute Cr - Need Name","River/Stream",14010005,39.5893,-108.1299,5964,27295,35493,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",0.437893033,"COLCLC11b_A",26,"CORIVWCH_WQX",2007,2007,13,"Aluminum;  Arsenic;  Cadmium;  Calcium;  Copper;  Iron;  Lead;  Magnesium;  Manganese;  Potassium;  Selenium;  Sodium;  Zinc;  "
"CORIVWCH_WQX-4221","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Trapper Cr - At Lower Exclosure","River/Stream",14010005,39.6322,-107.9835,7989,28240,36769,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.069273348,"COLCLC08_A",97,"CORIVWCH_WQX",2007,2011,25,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-4222","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Northwater Cr - Abv conf Trapper Cr","River/Stream",14010005,39.619566,-108.012373,7724,27840,36224,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.295381044,"COLCLC08_A",97,"CORIVWCH_WQX",2007,2011,25,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-4223","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","E M Fk Parachute - Blw conf Trapper Cr","River/Stream",14010005,39.6224,-108.0125,7681,27843,36228,"COLCLC08","COLCLC08_A","1","Mainstem of Northwater and Trapper Creeks, including all tributaries and wetlands, from their sources to the confluence with the East Middle Fork of Parachute Creek. East Middle Fork of Parachute Creek, including all tributaries and wetlands, from the so",0.17345989,"COLCLC08_A",97,"CORIVWCH_WQX",2007,2011,25,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-46","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Colorado - Ped Br","River/Stream",14010001,39.54815535,-107.3243404,5720,NA,NA,"COUCUCO3","COUCUC03_E","5","Colorado River from Derby Creek to the confluence with the Roaring Fork River",NA,"COUCUC03_E",7414,"CORIVWCH_WQX",1990,2018,27,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-47","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Colorado - Dev Br","River/Stream",14010005,39.55215782,-107.3363444,5700,26786,34902,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",7.568729052,"COLCLC01_B",5426,"CORIVWCH_WQX",1990,2008,27,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-498","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","W Divide Cr - West Divide","River/Stream",14010005,39.4667,-107.6205,5920,25591,33513,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",6.868396289,"COLCLC07b_A",192,"CORIVWCH_WQX",2014,2015,25,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Arsenic;  Cadmium;  Calcium;  Chloride;  Copper;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  Selenium;  Sodium;  Sulfate;  Temperature, sample;  Total suspended solids;  Zinc;  "
"CORIVWCH_WQX-546","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Colorado - Boat Ramp","River/Stream",14010005,39.56814261,-107.5235305,5540,26978,35119,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",33.08652506,"COLCLC01_A",2080,"CORIVWCH_WQX",1995,2012,66,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Bank erosion stability (choice list);  Bank vegetative stability (choice list);  Cadmium;  Calcium;  Chloride;  Copper;  Cross-section Depth;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Fast Riffle;  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kick Depth;  Kick Time;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  RBP2, Aquatic Vegetation, Dominant Type & Species (choice list);  RBP2, Aquatic vegetation, portion of reach with AV (%);  RBP2, Habitat type, gravel-cobble (%);  RBP2, Habitat type, riffle (%);  RBP2, Habitat type, run (%);  RBP2, Habitat type, snags (%);  RBP2, Habitat type, vegetated banks (%);  RBP2, Instream Features, Canopy Cover (choice list);  RBP2, Instream Features, Channelized (Y/N) (choice list);  RBP2, Instream features, est. stream depth;  RBP2, Instream features, est. stream width;  RBP2, Instream features, high water mark;  RBP2, Riparian Vegetation, Dominant Species Present (choice list);  RBP2, Substrate, inorganic, bedrock;  RBP2, Substrate, Inorganic, boulder, >256 mm;  RBP2, Substrate, inorganic, clay, <0.004 mm;  RBP2, Substrate, inorganic, cobble, 64-256 mm;  RBP2, Substrate, inorganic, gravel, 2-64 mm;  RBP2, Substrate, inorganic, sand, 0.06-2.0 mm;  RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm;  RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM);  RBP2, Substrate, organic, marl, grey shell fragments;  RBP2, Substrate, organic, muck-mud, black-fine (FPOM);  RBP2, Watershed, Local Erosion (choice list);  RBP2, Watershed, Predominant Surrounding Landuse (choice list);  Riparian Width LDB;  Riparian Width RDB;  Rocky Substrate (Choice List);  Sand/Substrate Habitat Type (%);  Sandy Substrate (Choice List);  Selenium;  Slow Riffle;  Sodium;  Submerged Vegetation Habitat Type (%);  Sulfate;  Temperature, sample;  Total suspended solids;  Water Column Habitat Type (%);  Zinc;  "
"CORIVWCH_WQX-547","CORIVWCH_WQX","The Rivers of Colorado Water Watch Network (RiverWatch)","Elk Cr - Elk Br","River/Stream",14010005,39.57142183,-107.5392361,5520,27196,35374,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",25.53368956,"COLCLC07a_A",1815,"CORIVWCH_WQX",1995,2018,68,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia;  Arsenic;  Bank erosion stability (choice list);  Bank vegetative stability (choice list);  Cadmium;  Calcium;  Chloride;  Copper;  Count;  Cross-section Depth;  Dissolved oxygen (DO);  Dissolved oxygen saturation;  Fast Riffle;  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kick Depth;  Kick Time;  Lead;  Magnesium;  Manganese;  pH;  Phosphorus;  Potassium;  RBP2, Aquatic Vegetation, Dominant Type & Species (choice list);  RBP2, Aquatic vegetation, portion of reach with AV (%);  RBP2, Habitat type, gravel-cobble (%);  RBP2, Habitat type, riffle (%);  RBP2, Habitat type, run (%);  RBP2, Habitat type, sand (%);  RBP2, Habitat type, snags (%);  RBP2, Habitat type, vegetated banks (%);  RBP2, Instream Features, Canopy Cover (choice list);  RBP2, Instream Features, Channelized (Y/N) (choice list);  RBP2, Instream features, est. stream depth;  RBP2, Instream features, est. stream width;  RBP2, Instream features, high water mark;  RBP2, Riparian Vegetation, Dominant Species Present (choice list);  RBP2, Substrate, inorganic, bedrock;  RBP2, Substrate, Inorganic, boulder, >256 mm;  RBP2, Substrate, inorganic, clay, <0.004 mm;  RBP2, Substrate, inorganic, cobble, 64-256 mm;  RBP2, Substrate, inorganic, gravel, 2-64 mm;  RBP2, Substrate, inorganic, sand, 0.06-2.0 mm;  RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm;  RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM);  RBP2, Substrate, organic, marl, grey shell fragments;  RBP2, Substrate, organic, muck-mud, black-fine (FPOM);  RBP2, Watershed, Local Erosion (choice list);  RBP2, Watershed, Predominant Surrounding Landuse (choice list);  Riparian Width LDB;  Riparian Width RDB;  Rocky Substrate (Choice List);  Sand/Substrate Habitat Type (%);  Sandy Substrate (Choice List);  Selenium;  Slow Riffle;  Sodium;  Submerged Vegetation Habitat Type (%);  Sulfate;  Temperature, sample;  Total suspended solids;  Water Column Habitat Type (%);  Zinc;  "
